Gene,ENSEMBL,Gene Synonyms,Subprocess,Class,Group,Hallmark
CBLC,ENSG00000142273,"CBL-3, CBL3, CBL-SL, RNF57",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF146,ENSG00000118518,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
DTX1,ENSG00000135144,"hDx-1, RNF140",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
DTX2,ENSG00000091073,"KIAA1528, RNF58",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
DTX4,ENSG00000110042,"KIAA0937, RNF155",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
DTX3,ENSG00000178498,"deltex3, RNF154",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
DTX3L,ENSG00000163840,"BBAP, RNF143",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF13,ENSG00000082996,"EIEE73, RZF",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF128,ENSG00000133135,GRAIL,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF130,ENSG00000113269,"G1RZFP, GOLIATH, GP",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF133,ENSG00000188050,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF148,ENSG00000235631,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF149,ENSG00000163162,DNAPTP2,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF150,ENSG00000170153,KIAA1214,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF167,ENSG00000108523,"5730408C10Rik, LP2254, RING105",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
ZNRF4,ENSG00000105428,"RNF204, SPERIZIN, spzn, Ssrzf1",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
CBLL1,ENSG00000105879,"HAKAI, RNF188",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
CBLL2,ENSG00000175809,"CT138, HAKAIL, ZNF645",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
IRF2BP1,ENSG00000170604,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
IRF2BP2,ENSG00000168264,CVID14,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
IRF2BPL,ENSG00000119669,"C14orf4, EAP1, KIAA1865, NEDAMSS",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
LONRF1,ENSG00000154359,RNF191,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
LONRF2,ENSG00000170500,RNF192,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
LONRF3,ENSG00000175556,RNF127,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MKRN1,ENSG00000133606,RNF61,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MKRN3,ENSG00000179455,"CPPB2, D15S9, RNF63, ZFP127, ZNF127",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MKRN2,ENSG00000075975,"HSPC070, RNF62",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MARCHF1,ENSG00000145416,"MARCH1, MARCH-I, RNF171",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MARCHF2,ENSG00000099785,"HSPC240, MARCH2, MARCH-II, RNF172",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MARCHF3,ENSG00000173926,"MARCH3, MARCH-III, RNF173",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MARCHF4,ENSG00000144583,"KIAA1399, MARCH4, MARCH-IV, RNF174",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MARCHF5,ENSG00000198060,"MARCH5, MARCH-V, MITOL, RNF153",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MARCHF6,ENSG00000145495,"DOA10, FAME3, KIAA0597, MARCH6, MARCH-VI, RNF176, TEB4",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MARCHF8,ENSG00000165406,"c-MIR, CMIR, MARCH8, MARCH-VIII, MIR, RNF178",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MARCHF9,ENSG00000139266,"MARCH9, MARCH-IX, RNF179",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MARCHF11,ENSG00000183654,"MARCH11, MARCH-XI, RNF226",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MARCHF7,ENSG00000136536,"AXO, AXOT, MARCH7, MARCH-VII, RNF177",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MARCHF10,ENSG00000173838,"MARCH10, MARCH-X, RNF190",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MDM2,ENSG00000135679,"ACTFS, hdm2, HDMX, LSKB",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MDM4,ENSG00000198625,"BMFS6, HDMX, MDMX, MRP1",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MEX3A,ENSG00000254726,"MEX-3A, RKHD4, RNF162",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MEX3B,ENSG00000183496,"KIAA2009, MEX-3B, RKHD3, RNF195",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MEX3C,ENSG00000176624,"BM-013, MEX-3C, RKHD2, RNF194",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MEX3D,ENSG00000181588,"KIAA2031, MEX3, MEX-3D, OK/SW-cl.4, RKHD1, RNF193, TINO",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MIB1,ENSG00000101752,"DIP-1, DIP1, KIAA1323, LVNC7, MIB, ZZANK2, ZZZ6",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MIB2,ENSG00000197530,"SKD, ZZANK1, ZZZ5",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
NFXL1,ENSG00000170448,"CDZFP, HOZFP, OZFP, URCC5",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
NFX1,ENSG00000086102,"NFX2, TEG-42, Tex42",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
NEURL1,ENSG00000107954,"bA416N2.1, neu, neu-1, NEUR1, NEURL, NEURL1A, RNF67",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
NEURL1B,ENSG00000214357,"hNeur2, neur2, NEURL3, RNF67B",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
NEURL3,ENSG00000163121,"LINCR, RNF132",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
LNX1,ENSG00000072201,"LNX, MPDZ, PDZRN2",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
LNX2,ENSG00000139517,PDZRN1,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PDZRN4,ENSG00000165966,"LNX4, SAMCAP3L, SEMCAP3L",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PDZRN3,ENSG00000121440,"KIAA1095, LNX3, SEMACAP3, SEMCAP3",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PELI1,ENSG00000197329,PRISM,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PELI2,ENSG00000139946,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PELI3,ENSG00000174516,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PEX2,ENSG00000164751,"PAF1, PBD5A, PBD5B, PMP3, PMP35, PXMP3, RNF72, ZWS3",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PEX10,ENSG00000157911,"NALD, PBD6A, PBD6B, RNF69",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PEX12,ENSG00000108733,"PAF-3, PAF3, PBD3A",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
BMI1,ENSG00000168283,"flvi-2/bmi-1, FLVI2/BMI1, PCGF4, RNF51",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PCGF1,ENSG00000115289,"2010002K04Rik, NSPC1, RNF3A-2, RNF68",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PCGF2,ENSG00000277258,"MEL-18, MEL18, RNF110, TPFS, ZNF144",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PCGF3,ENSG00000185619,"DONG1, RNF3, RNF3A",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PCGF5,ENSG00000180628,RNF159,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PCGF6,ENSG00000156374,"MBLR, RNF134",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RING1,ENSG00000204227,"RING1A, RNF1",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF2,ENSG00000121481,"BAP-1, BAP1, DING, HIPI3, RING1B, RING2",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PJA1,ENSG00000181191,"PRAJA1, RNF70",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PJA2,ENSG00000198961,"KIAA0438, Neurodap1, RNF131",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF20,ENSG00000155827,"BRE1, BRE1A, hBRE1",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF40,ENSG00000103549,"BRE1B, KIAA0661, RBP95, STARING",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RC3H1,ENSG00000135870,"FHL6, KIAA2025, RNF198, ROQUIN",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RC3H2,ENSG00000056586,"MNAB, RNF164",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RAD18,ENSG00000070950,RNF73,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RFFL,ENSG00000092871,"CARP-2, CARP2, FRING, RIFIFYLIN, RNF189, RNF34L",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF34,ENSG00000170633,"CARP-1, CARP1, hRFI, RFI, RIF, RIFF",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
SH3RF1,ENSG00000154447,"POSH, RNF142, SH3MD2",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
SH3RF2,ENSG00000156463,"HEPP1, POSHER, PPP1R39, RNF158",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
SH3RF3,ENSG00000172985,"POSH2, SH3MD4",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
SIAH1,ENSG00000196470,"HUMSIAH, SIAH1A",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
SIAH2,ENSG00000181788,hSiah2,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
SIAH3,ENSG00000215475,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF151,ENSG00000179580,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF41,ENSG00000181852,"FLRF, NRDP1, SBBI03",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
TRAF2,ENSG00000127191,"MGC:45012, RNF117, TRAP, TRAP3",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
TRAF3,ENSG00000131323,"CAP-1, CAP1, CD40bp, CRAF1, IIAE5, LAP1, RNF118",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
TRAF4,ENSG00000076604,"CART1, MLN62, RNF83",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
TRAF5,ENSG00000082512,"MGC:39780, RNF84",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
TRAF6,ENSG00000175104,"MGC:3310, RNF85",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
TRAF7,ENSG00000131653,"CAFDADD, RFWD1, RNF119",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
ZFTRAF1,ENSG00000187954,"CHRP, CYHR1, KIAA0496",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF114,ENSG00000124226,"PSORS12, ZNF228, ZNF313",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF125,ENSG00000101695,"TNORS, TRAC-1, TRAC1",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF138,ENSG00000134758,"hNARF, HSD-4, NARF, STRIN",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF166,ENSG00000158717,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
KCMF1,ENSG00000176407,"DEBT91, FIGC, PCMF, ZZZ1",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
UBR1,ENSG00000159459,JBS,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
UBR2,ENSG00000024048,"bA49A4.1, C6orf133, dJ242G1.1, dJ392M17.3, KIAA0349",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
UBR3,ENSG00000144357,"KIAA2024, ZNF650",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
UBR4,ENSG00000127481,"KIAA0462, KIAA1307, p600, RBAF600, ZUBR1",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
UBR7,ENSG00000012963,C14orf130,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
UHRF1,ENSG00000276043,"hNP95, hUHRF1, huNp95, ICBP90, Np95, NP95, RNF106, TDRD22",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
UHRF2,ENSG00000147854,"NIRF, RNF107, TDRD23, URF2",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
UNK,ENSG00000132478,"KIAA1753, UNKEMPT, ZC3H5, ZC3HDC5",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
UNKL,ENSG00000059145,"C16orf28, ZC3H5L, ZC3HDC5L",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
VPS8,ENSG00000156931,KIAA0804,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
VPS11,ENSG00000160695,"END1, HLD12, hVPS11, PEP5, RNF108",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
VPS41,ENSG00000006715,"HVPS41, hVps41p, HVSP41",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
ZNRF1,ENSG00000186187,NIN283,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
ZNRF2,ENSG00000180233,RNF202,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF213,ENSG00000173821,"ALO17, C17orf27, KIAA1618, MYMY2, MYSTR, NET57",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF112,ENSG00000128482,"BFP, ZNF179",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
SHPRH,ENSG00000146414,"bA545I5.2, KIAA2023",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
HLTF,ENSG00000071794,"HIP116, HIP116A, HLTF1, RNF80, SMARCA3, SNF2L3, ZBU1",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RAG1,ENSG00000166349,"RAG-1, RNF74",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
KMT2C,ENSG00000055609,"HALR, KIAA1506, KLEFS2, MLL3",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
KMT2D,ENSG00000167548,"AAD10, ALR, CAGL114, KABUK1, KMS, MLL2, MLL4, TNRC21",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
NSD2,ENSG00000109685,"KIAA1090, KMT3F, KMT3G, MMSET, REIIBP, TRX5, WHS, WHSC1",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
BAZ1B,ENSG00000009954,"WBSC10, WBSCR10, WBSCR9, WSTF",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MAP3K1,ENSG00000095015,"MAPKKK1, MEKK, MEKK 1, MEKK1, SRXY6",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MNAT1,ENSG00000020426,"CAP35, MAT1, RNF66, TFB3",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF111,ENSG00000157450,"ARK, hRNF111",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF4,ENSG00000063978,"RES4-26, SLX5, SNURF",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
TTC3,ENSG00000182670,"DCRR1, RNF105, TPRD, TPRDIII",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF169,ENSG00000166439,KIAA1991,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
LTN1,ENSG00000198862,"C21orf10, C21orf98, KIAA0714, RNF160, ZNF294",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
DZIP3,ENSG00000198919,"hRUL138, KIAA0675, PPP1R66, UURF2",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF25,ENSG00000163481,AO7,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
FANCL,ENSG00000115392,"FAAP43, PHF9, POG",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF214,ENSG00000167257,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF168,ENSG00000163961,"hRNF168, RIDL",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF220,ENSG00000187147,C1orf164,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
AMFR,ENSG00000159461,"GP78, RNF45",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF5,ENSG00000204308,"RING5, RMA1",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF185,ENSG00000138942,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
BFAR,ENSG00000103429,"BAR, RNF47",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF186,ENSG00000178828,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNFT1,ENSG00000189050,PTD016,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF183,ENSG00000165188,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF152,ENSG00000176641,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNFT2,ENSG00000135119,TMEM118,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF182,ENSG00000180537,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF222,ENSG00000189051,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF43,ENSG00000108375,"RNF124, SSPCS, URCC",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF223,ENSG00000237330,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF225,ENSG00000269855,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
ZNRF3,ENSG00000183579,"BK747E2.3, KIAA1133, RNF203",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF215,ENSG00000099999,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF24,ENSG00000101236,G1L,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF26,ENSG00000173456,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF170,ENSG00000120925,"ADSA, SNAX1",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF122,ENSG00000133874,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
DCST1,ENSG00000163357,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
SYVN1,ENSG00000162298,"DER3, HRD1, KIAA1810",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF121,ENSG00000137522,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF175,ENSG00000145428,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF139,ENSG00000170881,"HRCA1, RCA1, TRC8",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF145,ENSG00000145860,(none known),Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF180,ENSG00000164197,RINES,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF103,ENSG00000239305,"HKF-1, KF-1, KF1, ZFP-103, ZFP103",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MUL1,ENSG00000090432,"C1orf166, GIDE, MAPL, MULAN, RNF218",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
CCNB1IP1,ENSG00000100814,"C14orf18, HEI10",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
CGRRF1,ENSG00000100532,"CGR19, RNF197",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
CHFR,ENSG00000072609,"RNF116, RNF196",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
CNOT4,ENSG00000080802,"CLONE243, NOT4, NOT4H",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
LRSAM1,ENSG00000148356,"CMT2P, RIFLE, TAL",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MGRN1,ENSG00000102858,"KIAA0544, RNF156",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MSL2,ENSG00000174579,"KIAA1585, MSL-2, MSL2L1, RNF184",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
MYLIP,ENSG00000007944,"BZF1, IDOL, MIR",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
NHLRC1,ENSG00000187566,"bA204B7.2, EPM2A, EPM2B, MALIN",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
NSMCE1,ENSG00000169189,NSE1,Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
OBI1,ENSG00000152193,"C13orf7, RNF219",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PHF7,ENSG00000010318,"HSPC045, HSPC226, NYD-SP6",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
PHRF1,ENSG00000070047,"KIAA1542, PPP1R125, RNF221",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RAPSN,ENSG00000165917,"CMS11, CMS4C, FADS, FADS2, RAPSYN, RNF205",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RCHY1,ENSG00000163743,"ARNIP, CHIMP, PIRH2, PRO1996, RNF199, ZCHY, ZNF363",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RFWD3,ENSG00000168411,"FANCW, RNF201",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RLIM,ENSG00000131263,"MRX61, NY-REN-43, RNF12, TOKAS",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF10,ENSG00000022840,"KIAA0262, RIE2",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF11,ENSG00000123091,"CGI-123, SID1669",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
RNF113A,ENSG00000125352,"Cwc24, RNF113, TTD5, ZNF183",Ubiquitin Proteasome System,E3 ubiquitin and UBL ligases,RING,Proteostasis
